iter	RMSE
231	2.59801499
232	2.597667213
233	2.597437462
234	2.597176799
235	2.596964966
236	2.596723179
237	2.596367881
238	2.595993682
239	2.595568432
240	2.595166162
241	2.594939453
242	2.594534075
243	2.594293858
244	2.594025331
245	2.593810221
246	2.593558916
247	2.593230009
248	2.592835473
249	2.592551786
250	2.592327336
251	2.592079463
252	2.591672353
253	2.591260114
254	2.591068331
255	2.590817742
256	2.590608941
257	2.59037383
258	2.590075744
259	2.589694144
260	2.5892523
261	2.588919502
262	2.588656584
263	2.588461951
264	2.588140997
265	2.587852256
266	2.587459366
267	2.5872517
268	2.586905135
269	2.586700559
270	2.586391228
271	2.586115942
272	2.585799267
273	2.585545973
274	2.585288204
275	2.584953259
276	2.584680983
277	2.584409091
278	2.584110052
279	2.583851972
280	2.58350181
281	2.583156582
282	2.582853125
283	2.58263051
284	2.582409328
285	2.582090798
286	2.581746615
287	2.581402957
288	2.581093206
289	2.580841076
290	2.580482905
291	2.58025121
292	2.579942562
293	2.579797168
294	2.579469621
295	2.579225474
296	2.578911132
297	2.578793671
298	2.578589937
299	2.578340867
300	2.578042453
301	2.577794476
302	2.577559548
303	2.577376412
304	2.577102667
305	2.576855728
306	2.576676366
307	2.576519769
308	2.576231577
309	2.576014856
310	2.575755705
311	2.575603369
312	2.575274647
313	2.575078976
314	2.574686443
315	2.574455349
316	2.574176334
317	2.574031771
318	2.573822112
319	2.573559266
320	2.573324926
321	2.573162641
322	2.572946487
323	2.572681411
324	2.57236969
325	2.57219169
326	2.571945287
327	2.57169382
328	2.571527593
329	2.571357159
330	2.571041882
331	2.570735627
332	2.570500207
333	2.570401843
334	2.570220756
335	2.569872544
336	2.569680936
337	2.569453248
338	2.569180778
339	2.568934694
340	2.568730599
341	2.568563675
342	2.568352688
343	2.568179196
344	2.567878349
345	2.567710611
346	2.567462608
347	2.56716971
348	2.567025942
349	2.566821458
350	2.566514367
351	2.56624892
352	2.566116423
353	2.565854234
354	2.565596194
355	2.565345528
356	2.565078289
357	2.564806253
358	2.564667479
359	2.564486076
360	2.564215346
361	2.564017302
362	2.563817014
363	2.563564149
364	2.563411622
365	2.563179599
366	2.562975076
367	2.562776096
368	2.562534424
369	2.562289072
370	2.562110104
371	2.561912419
372	2.561696365
373	2.561560992
374	2.561387002
375	2.561137132
376	2.560869034
377	2.560660654
378	2.560513445
379	2.560383579
380	2.56019158
381	2.559878475
382	2.559747615
383	2.559608005
384	2.55934996
385	2.559119231
386	2.558874267
387	2.558740723
388	2.558499954
389	2.558249615
390	2.558104469
391	2.557869735
392	2.557711622
393	2.557553572
394	2.557437175
395	2.557138099
396	2.556945317
397	2.55686937
398	2.556668199
399	2.556528325
400	2.556317927
401	2.556118492
402	2.555951037
403	2.555828244
404	2.555676714
405	2.555438165
406	2.555240935
407	2.555002493
408	2.554808509
409	2.554608101
410	2.554466593
411	2.554316266
412	2.554100347
413	2.553967704
414	2.553825763
415	2.553705719
416	2.553553844
417	2.553266646
418	2.553106989
419	2.553029966
420	2.552811992
421	2.552571243
422	2.552446856
423	2.552272245
424	2.552020119
425	2.551828299
426	2.55170887
427	2.551444524
428	2.551262719
429	2.551042966
430	2.550827179
431	2.550722077
432	2.550611871
433	2.550490391
434	2.550353247
435	2.550137578
436	2.549932332
437	2.549702735
438	2.549525164
439	2.549366316
440	2.549250208
441	2.549001186
442	2.548893221
443	2.548658698
444	2.548484504
445	2.548274586
446	2.548093845
447	2.54792265
448	2.547780757
449	2.54752068
450	2.547391276
451	2.547154566
452	2.547028071
453	2.546786495
454	2.546601639
455	2.546473484
456	2.546331098
457	2.546164951
458	2.545986888
459	2.545773557
460	2.545533431
461	2.545349382
462	2.545167644
463	2.544944171
464	2.544772786
465	2.544578397
466	2.544420895
467	2.544197513
468	2.543963438
469	2.543777701
470	2.543646336
471	2.543473415
472	2.543292952
473	2.543085575
474	2.542959802
475	2.542818347
476	2.54268235
477	2.542535007
478	2.542407399
479	2.542253946
480	2.542110585
481	2.541975593
482	2.541854251
483	2.541580897
484	2.541435822
485	2.541277533
486	2.541033007
487	2.54088039
488	2.540757488
489	2.540660416
490	2.540522874
491	2.540365746
492	2.54019625
493	2.540064328
494	2.539886257
495	2.539726494
496	2.539574292
497	2.539418366
498	2.539274709
499	2.539170144
500	2.538962388
501	2.53881287
502	2.538719348
503	2.538578911
504	2.538406675
505	2.538363038
506	2.538214037
507	2.538115896
508	2.537933161
509	2.537807049
510	2.537732751
511	2.537491607
512	2.537308639
513	2.537164088
514	2.536991266
515	2.536749695
516	2.536574659
517	2.536333253
518	2.536168498
519	2.536020037
520	2.535834886
521	2.535634767
522	2.535570831
523	2.535362754
524	2.535232113
525	2.535101436
526	2.534995756
527	2.534818965
528	2.534628503
529	2.534474717
530	2.53434607
531	2.534247315
532	2.534108045
533	2.534037139
534	2.533906971
535	2.533723756
536	2.533617564
537	2.533437657
538	2.533223531
539	2.533095676
540	2.532977518
541	2.532805083
542	2.532616012
543	2.532427859
544	2.532322956
545	2.532218362
546	2.532024256
547	2.531900814
548	2.531777589
549	2.531685712
550	2.531553712
551	2.531458251
552	2.531251168
553	2.531099166
554	2.530910041
555	2.530767966
556	2.530624864
557	2.530434564
558	2.530308865
559	2.530166947
560	2.529970353
561	2.529823091
562	2.529615464
563	2.529504742
564	2.529361358
565	2.529285072
566	2.529184714
567	2.52908273
568	2.528962721
569	2.528808288
570	2.528635138
571	2.528511879
572	2.528394294
573	2.528213707
574	2.528132597
575	2.527986369
576	2.527921055
577	2.527796359
578	2.527608895
579	2.527392314
580	2.527199675
581	2.527006995
582	2.526892937
583	2.526816552
584	2.526710286
585	2.52654654
586	2.526406055
587	2.52625696
588	2.526100644
589	2.525980023
590	2.525846262
591	2.525740805
592	2.525631711
593	2.525525205
594	2.525353304
595	2.525226867
596	2.525163791
597	2.525033377
598	2.524831138
599	2.524665868
600	2.524529152
601	2.524412322
602	2.524357854
603	2.524230378
604	2.52412508
605	2.524019665
606	2.523848579
607	2.523661348
608	2.523568018
609	2.523460107
610	2.523360111
611	2.52325211
612	2.523125082
613	2.52295308
614	2.522838802
615	2.522729044
616	2.522661068
617	2.522618172
618	2.522477202
619	2.522370552
620	2.522242168
621	2.522145593
622	2.521932807
623	2.521774846
624	2.521581445
625	2.521372542
626	2.521282289
627	2.521192572
628	2.521063439
629	2.520928093
630	2.520805307
631	2.520653711
632	2.520478404
633	2.520384067
634	2.52017116
635	2.520000011
636	2.519851879
637	2.519614542
638	2.519405006
639	2.519292025
640	2.51923646
641	2.519144904
642	2.518997033
643	2.518847201
644	2.518719563
645	2.518570557
646	2.51844437
647	2.518333165
648	2.518200042
649	2.518047785
650	2.517944111
651	2.517767295
652	2.517660012
653	2.517490132
654	2.517413909
655	2.517326754
656	2.517139742
657	2.517002195
658	2.516872394
659	2.516717451
660	2.516598119
661	2.516505552
662	2.516363528
663	2.516266415
664	2.516141009
665	2.516087553
666	2.515929642
667	2.515752571
668	2.515630928
669	2.515498431
670	2.515408795
671	2.515289736
672	2.515121328
673	2.514957942
674	2.514798653
675	2.514638349
676	2.514482989
677	2.514358746
678	2.514287055
679	2.514195845
680	2.514061579
681	2.514002712
682	2.513911831
683	2.513800045
684	2.513660808
685	2.513510503
686	2.513339795
687	2.513252539
688	2.513107911
689	2.512983556
690	2.512867607
691	2.512713561
692	2.51255779
693	2.512483657
694	2.512424449
695	2.512289764
696	2.512134005
697	2.512076149
698	2.511958058
699	2.511843053
700	2.511759787
701	2.511667314
702	2.511542539
703	2.511376318
704	2.511321525
705	2.511174015
706	2.511085832
707	2.511000226
708	2.510927556
709	2.510788655
710	2.510663207
711	2.510479743
712	2.510376045
713	2.510273389
714	2.510043243
715	2.509899902
716	2.509817129
717	2.509704407
718	2.509600008
719	2.509485676
720	2.509392177
721	2.509191326
722	2.509127403
723	2.508967237
724	2.508882654
725	2.508762829
726	2.50865237
727	2.508549657
728	2.508400252
729	2.508290809
730	2.508225512
731	2.508147284
732	2.508051244
733	2.507985844
734	2.507848382
735	2.507719505
736	2.507590872
737	2.507473731
738	2.507387328
739	2.507244862
740	2.507018313
741	2.506892802
742	2.506771238
743	2.506596823
744	2.506475644
745	2.506391705
746	2.506315561
747	2.506179063
748	2.506101062
749	2.50601189
750	2.505889763
751	2.505781726
752	2.505723253
753	2.505622548
754	2.505542407
755	2.505427384
756	2.505260013
757	2.505168778
758	2.505096066
759	2.505012646
760	2.504895252
761	2.504753623
762	2.504648373
763	2.504565401
764	2.504470738
765	2.504323399
766	2.504211349
767	2.504047028
768	2.503905193
769	2.503800078
770	2.503679963
771	2.503544036
772	2.503431403
773	2.50334096
774	2.503221175
775	2.503146175
776	2.503034927
777	2.502902139
778	2.502827525
779	2.502710723
780	2.502619675
781	2.502507224
782	2.502417666
783	2.502293294
784	2.502107294
785	2.502022021
786	2.501998143
787	2.501903271
788	2.501770102
789	2.501652635
790	2.501551246
791	2.50142736
792	2.50133476
793	2.50121129
794	2.501181861
795	2.501046106
796	2.500959601
797	2.500873239
798	2.500758278
799	2.500633711
800	2.500465711
801	2.500350096
802	2.500195335
803	2.500047805
804	2.499912289
805	2.49980867
806	2.49969369
807	2.499611807
808	2.499477504
809	2.499319391
810	2.499198515
811	2.499107088
812	2.499002836
813	2.498910088
814	2.498808622
815	2.498736449
816	2.498568618
817	2.498496828
818	2.498359293
819	2.498185454
820	2.497964409
821	2.497841088
822	2.497693049
823	2.497574508
824	2.497520361
825	2.497393191
826	2.497193965
827	2.497084668
828	2.496988752
829	2.496896311
830	2.496812071
831	2.49666889
832	2.496593394
833	2.496460665
834	2.496358563
835	2.496309911
836	2.496236862
837	2.49614384
838	2.496044953
839	2.495945566
840	2.495773618
841	2.495586672
842	2.49547918
843	2.495442573
844	2.495357967
845	2.495229147
846	2.495102097
847	2.494973045
848	2.494954213
849	2.494875094
850	2.494837718
851	2.494714378
852	2.494515919
853	2.494393857
854	2.494314441
855	2.494205298
856	2.494079078
857	2.493972173
858	2.493895629
859	2.493809255
860	2.493649252
861	2.493508849
862	2.493399218
863	2.493324169
864	2.493241403
865	2.493099504
866	2.492994207
867	2.492853802
868	2.492673551
869	2.492606894
870	2.492519581
871	2.492432743
872	2.492361359
873	2.49230071
874	2.492247644
875	2.492079503
876	2.492000039
877	2.491857746
878	2.491761289
879	2.491704596
880	2.491524316
881	2.491413238
882	2.491320961
883	2.491164763
884	2.491070372
885	2.490976609
886	2.490911149
887	2.490719937
888	2.490570819
889	2.490416242
890	2.490358548
891	2.490216152
892	2.490123395
893	2.490000528
894	2.48984408
895	2.489744184
896	2.489665453
897	2.489552046
898	2.489411114
899	2.489316264
900	2.48918421
901	2.489111209
902	2.488952851
903	2.488891317
904	2.488770367
905	2.488672219
906	2.488595987
907	2.488540704
908	2.488403671
909	2.488359112
910	2.488333458
911	2.488271317
912	2.488191054
913	2.488167932
914	2.48810568
915	2.488018422
916	2.487936874
917	2.48785178
918	2.487772509
919	2.487644322
920	2.487576771
921	2.487480484
922	2.487410236
923	2.487327839
924	2.487256704
925	2.487203525
926	2.487083846
927	2.487024033
928	2.486903057
929	2.48682628
930	2.486707602
931	2.486556537
932	2.486456323
933	2.486333545
934	2.486210295
935	2.486089746
936	2.485939933
937	2.485892323
938	2.485793172
939	2.485682281
940	2.485535053
941	2.485389069
942	2.485328405
943	2.485184295
944	2.485051514
945	2.484983592
946	2.484868255
947	2.484811328
948	2.484771473
949	2.484629868
950	2.484499925
951	2.484438107
952	2.484377885
953	2.484293409
954	2.484156414
955	2.484041474
956	2.483899108
957	2.483800233
958	2.483642384
959	2.483535486
960	2.483485222
961	2.483354519
962	2.483181087
963	2.483078509
964	2.482958383
965	2.482852325
966	2.482801281
967	2.482691961
968	2.482587948
969	2.482510159
970	2.48237158
971	2.482250122
972	2.482076935
973	2.481964183
974	2.481860068
975	2.481766469
976	2.48165237
977	2.48158187
978	2.481456599
979	2.481399909
980	2.481287202
981	2.481221326
982	2.48113508
983	2.481022468
984	2.4808963
985	2.480835846
986	2.480683054
987	2.480596837
988	2.480479938
989	2.480398299
990	2.480274106
991	2.480200359
992	2.480135744
993	2.480049398
994	2.479969657
995	2.479846859
996	2.47977641
997	2.479710402
998	2.479638127
999	2.479581842
